,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,BioSampleModel,experiment_id,SRA_id,sample,collected_by,fasta_file
SRR23703014,2022-01-31,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703014,SRX19564642,22-33,NICD,NC_045512_Hu-1.fasta
SRR23703015,2022-01-31,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703015,SRX19564641,22-32,NICD,NC_045512_Hu-1.fasta
SRR23703016,2022-01-31,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703016,SRX19564640,22-31,NICD,NC_045512_Hu-1.fasta
SRR23703019,2022-01-11,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703019,SRX19564637,22-12,NICD,NC_045512_Hu-1.fasta
SRR23703020,2022-01-11,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703020,SRX19564636,22-11,NICD,NC_045512_Hu-1.fasta
SRR23703021,2022-01-11,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703021,SRX19564635,22-10,NICD,NC_045512_Hu-1.fasta
SRR23703009,2022-01-10,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703009,SRX19564647,22-8,NICD,NC_045512_Hu-1.fasta
SRR23703010,2022-01-10,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703010,SRX19564646,22-7,NICD,NC_045512_Hu-1.fasta
SRR23703008,2022-01-10,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703008,SRX19564648,22-9,NICD,NC_045512_Hu-1.fasta
SRR23703011,2022-01-09,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703011,SRX19564645,22-6,NICD,NC_045512_Hu-1.fasta
SRR23703012,2022-01-04,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703012,SRX19564644,22-5,NICD,NC_045512_Hu-1.fasta
SRR23703017,2022-01-04,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703017,SRX19564639,22-3,NICD,NC_045512_Hu-1.fasta
SRR23703023,2022-01-04,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703023,SRX19564633,22-006,NICD,NC_045512_Hu-1.fasta
SRR23703024,2022-01-04,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703024,SRX19564632,22-005,NICD,NC_045512_Hu-1.fasta
SRR23703013,2022-01-04,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703013,SRX19564643,22-4,NICD,NC_045512_Hu-1.fasta
SRR23703022,2022-01-03,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703022,SRX19564634,22-1,NICD,NC_045512_Hu-1.fasta
SRR23703028,2021-12-21,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703028,SRX19564628,21-661,NICD,NC_045512_Hu-1.fasta
SRR23703027,2021-12-21,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703027,SRX19564629,21-662,NICD,NC_045512_Hu-1.fasta
SRR23702841,2021-12-21,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702841,SRX19564504,21-304,NICD,NC_045512_Hu-1.fasta
SRR23702842,2021-12-21,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702842,SRX19564503,21-303,NICD,NC_045512_Hu-1.fasta
SRR23702843,2021-12-20,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702843,SRX19564502,21-302,NICD,NC_045512_Hu-1.fasta
SRR23702844,2021-12-20,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702844,SRX19564501,21-301,NICD,NC_045512_Hu-1.fasta
SRR23702845,2021-12-14,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702845,SRX19564500,21-300,NICD,NC_045512_Hu-1.fasta
SRR23702846,2021-12-14,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702846,SRX19564499,21-298,NICD,NC_045512_Hu-1.fasta
SRR23703026,2021-12-14,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703026,SRX19564630,21-663,NICD,NC_045512_Hu-1.fasta
SRR23702849,2021-12-14,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702849,SRX19564496,21-295,NICD,NC_045512_Hu-1.fasta
SRR23702850,2021-12-14,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702850,SRX19564495,21-294,NICD,NC_045512_Hu-1.fasta
SRR23703025,2021-12-14,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703025,SRX19564631,21-664,NICD,NC_045512_Hu-1.fasta
SRR23702848,2021-12-13,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702848,SRX19564497,21-296,NICD,NC_045512_Hu-1.fasta
SRR23702847,2021-12-13,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702847,SRX19564498,21-297,NICD,NC_045512_Hu-1.fasta
SRR23703030,2021-12-13,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703030,SRX19564626,21-645,NICD,NC_045512_Hu-1.fasta
SRR23702852,2021-12-07,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702852,SRX19564493,21-292,NICD,NC_045512_Hu-1.fasta
SRR23703032,2021-12-07,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703032,SRX19564680,21-618,NICD,NC_045512_Hu-1.fasta
SRR23702853,2021-12-07,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702853,SRX19564492,21-291,NICD,NC_045512_Hu-1.fasta
SRR23702854,2021-12-07,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702854,SRX19564491,21-290,NICD,NC_045512_Hu-1.fasta
SRR23703031,2021-12-07,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23703031,SRX19564625,21-635,NICD,NC_045512_Hu-1.fasta
SRR23702855,2021-12-07,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702855,SRX19564490,21-289,NICD,NC_045512_Hu-1.fasta
SRR23702978,2021-12-07,"South Africa: Northern Wastewater, Johannesburg, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702978,SRX19564678,21-616,NICD,NC_045512_Hu-1.fasta
SRR23702856,2021-12-07,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702856,SRX19564489,21-288,NICD,NC_045512_Hu-1.fasta
SRR23702977,2021-12-07,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702977,SRX19564679,21-617,NICD,NC_045512_Hu-1.fasta
SRR23702857,2021-12-06,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702857,SRX19564488,21-287,NICD,NC_045512_Hu-1.fasta
SRR23702858,2021-12-06,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702858,SRX19564487,21-286,NICD,NC_045512_Hu-1.fasta
SRR23702859,2021-11-30,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702859,SRX19564486,21-283,NICD,NC_045512_Hu-1.fasta
SRR23702860,2021-11-30,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702860,SRX19564485,21-281,NICD,NC_045512_Hu-1.fasta
SRR23702861,2021-11-30,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702861,SRX19564484,21-279,NICD,NC_045512_Hu-1.fasta
SRR23702863,2021-11-30,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702863,SRX19564482,21-278,NICD,NC_045512_Hu-1.fasta
SRR23702865,2021-11-29,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702865,SRX19564592,21-275,NICD,NC_045512_Hu-1.fasta
SRR23702754,2021-11-29,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702754,SRX19564591,21-273,NICD,NC_045512_Hu-1.fasta
SRR23702864,2021-11-29,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702864,SRX19564481,21-276,NICD,NC_045512_Hu-1.fasta
SRR23702758,2021-11-23,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702758,SRX19564587,21-267,NICD,NC_045512_Hu-1.fasta
SRR23702980,2021-11-23,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702980,SRX19564676,21-592,NICD,NC_045512_Hu-1.fasta
SRR23702759,2021-11-23,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702759,SRX19564586,21-266,NICD,NC_045512_Hu-1.fasta
SRR23702755,2021-11-23,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702755,SRX19564590,21-272,NICD,NC_045512_Hu-1.fasta
SRR23702757,2021-11-23,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702757,SRX19564588,21-268,NICD,NC_045512_Hu-1.fasta
SRR23702756,2021-11-23,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702756,SRX19564589,21-269,NICD,NC_045512_Hu-1.fasta
SRR23702981,2021-11-22,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702981,SRX19564675,21-584,NICD,NC_045512_Hu-1.fasta
SRR23702979,2021-11-22,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702979,SRX19564677,21-594,NICD,NC_045512_Hu-1.fasta
SRR23702760,2021-11-16,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702760,SRX19564585,21-263,NICD,NC_045512_Hu-1.fasta
SRR23702767,2021-11-16,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702767,SRX19564578,21-257,NICD,NC_045512_Hu-1.fasta
SRR23702766,2021-11-16,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702766,SRX19564579,21-258,NICD,NC_045512_Hu-1.fasta
SRR23702765,2021-11-16,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702765,SRX19564580,21-259,NICD,NC_045512_Hu-1.fasta
SRR23702983,2021-11-16,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702983,SRX19564673,21-578,NICD,NC_045512_Hu-1.fasta
SRR23702982,2021-11-16,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702982,SRX19564674,21-579,NICD,NC_045512_Hu-1.fasta
SRR23702762,2021-11-15,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702762,SRX19564583,21-262,NICD,NC_045512_Hu-1.fasta
SRR23702769,2021-11-15,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702769,SRX19564576,21-255,NICD,NC_045512_Hu-1.fasta
SRR23702768,2021-11-15,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702768,SRX19564577,21-256,NICD,NC_045512_Hu-1.fasta
SRR23702764,2021-11-15,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702764,SRX19564581,21-260,NICD,NC_045512_Hu-1.fasta
SRR23702763,2021-11-15,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702763,SRX19564582,21-261,NICD,NC_045512_Hu-1.fasta
SRR23702985,2021-11-09,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702985,SRX19564671,21-569,NICD,NC_045512_Hu-1.fasta
SRR23702986,2021-11-09,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702986,SRX19564670,21-568,NICD,NC_045512_Hu-1.fasta
SRR23702987,2021-11-09,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702987,SRX19564669,21-567,NICD,NC_045512_Hu-1.fasta
SRR23702775,2021-11-09,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702775,SRX19564570,21-249,NICD,NC_045512_Hu-1.fasta
SRR23702774,2021-11-09,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702774,SRX19564571,21-250,NICD,NC_045512_Hu-1.fasta
SRR23702773,2021-11-09,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702773,SRX19564572,21-251,NICD,NC_045512_Hu-1.fasta
SRR23702771,2021-11-09,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702771,SRX19564574,21-252,NICD,NC_045512_Hu-1.fasta
SRR23702770,2021-11-09,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702770,SRX19564575,21-253,NICD,NC_045512_Hu-1.fasta
SRR23702810,2021-11-09,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702810,SRX19564535,21-238,NICD,NC_045512_Hu-1.fasta
SRR23702776,2021-11-08,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702776,SRX19564569,21-248,NICD,NC_045512_Hu-1.fasta
SRR23702988,2021-11-08,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702988,SRX19564668,21-560,NICD,NC_045512_Hu-1.fasta
SRR23702777,2021-11-08,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702777,SRX19564568,21-247,NICD,NC_045512_Hu-1.fasta
SRR23702780,2021-11-02,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702780,SRX19564565,21-243,NICD,NC_045512_Hu-1.fasta
SRR23702813,2021-11-02,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702813,SRX19564532,21-237,NICD,NC_045512_Hu-1.fasta
SRR23702778,2021-11-02,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702778,SRX19564567,21-245,NICD,NC_045512_Hu-1.fasta
SRR23702781,2021-11-02,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702781,SRX19564536,21-241,NICD,NC_045512_Hu-1.fasta
SRR23702779,2021-11-02,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702779,SRX19564566,21-244,NICD,NC_045512_Hu-1.fasta
SRR23702814,2021-11-02,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702814,SRX19564531,21-236,NICD,NC_045512_Hu-1.fasta
SRR23702815,2021-11-02,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702815,SRX19564530,21-235,NICD,NC_045512_Hu-1.fasta
SRR23702989,2021-11-02,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702989,SRX19564667,21-554,NICD,NC_045512_Hu-1.fasta
SRR23702992,2021-10-26,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702992,SRX19564664,21-536,NICD,NC_045512_Hu-1.fasta
SRR23702990,2021-10-25,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702990,SRX19564666,21-538,NICD,NC_045512_Hu-1.fasta
SRR23702991,2021-10-25,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702991,SRX19564665,21-537,NICD,NC_045512_Hu-1.fasta
SRR23702993,2021-10-25,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702993,SRX19564663,21-535,NICD,NC_045512_Hu-1.fasta
SRR23702822,2021-10-19,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702822,SRX19564523,21-219,NICD,NC_045512_Hu-1.fasta
SRR23702994,2021-10-19,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",urban wastewater treatment facility,NA,0,raw wastewater,grab,SARS-CoV-2,yes,SARS-CoV-2: wastewater surveillance,SRR23702994,SRX19564662,21-529,NICD,NC_045512_Hu-1.fasta
